,Title,AII
593,New Accounts Clerks,0.06666666666666667
594,"News Analysts, Reporters, and Journalists",0.03333333333333333
595,Non-Destructive Testing Specialists,0.375
596,Nuclear Engineers,0.0
597,Nuclear Medicine Technologists,0.4117647058823529
598,Nuclear Monitoring Technicians,0.25
599,Nuclear Power Reactor Operators,0.0
600,Nuclear Technicians,0.2222222222222222
601,Nurse Anesthetists,0.25
602,Nurse Midwives,0.19047619047619047
603,Nurse Practitioners,0.037037037037037035
604,Nursing Assistants,0.12121212121212122
605,"Nursing Instructors and Teachers, Postsecondary",0.0
606,Obstetricians and Gynecologists,0.06666666666666667
607,Occupational Health and Safety Specialists,0.045454545454545456
608,Occupational Health and Safety Technicians,0.038461538461538464
609,Occupational Therapists,0.11764705882352941
610,Occupational Therapy Aides,0.0
611,Occupational Therapy Assistants,0.09090909090909091
612,"Office Clerks, General",0.1
613,"Office Machine Operators, Except Computer",0.0
614,Online Merchants,0.3235294117647059
615,Operating Engineers and Other Construction Equipment Operators,0.23076923076923078
616,Operations Research Analysts,0.11764705882352941
617,Ophthalmic Laboratory Technicians,0.2777777777777778
618,Ophthalmic Medical Technicians,0.5
619,Ophthalmic Medical Technologists,0.5161290322580645
620,"Ophthalmologists, Except Pediatric",0.16666666666666666
621,"Opticians, Dispensing",0.3333333333333333
622,Optometrists,0.2
623,Oral and Maxillofacial Surgeons,0.0
624,Order Clerks,0.05263157894736842
625,Orderlies,0.18181818181818182
626,Orthodontists,0.2727272727272727
627,"Orthopedic Surgeons, Except Pediatric",0.0
628,Orthoptists,0.25
629,Orthotists and Prosthetists,0.2
630,Outdoor Power Equipment and Other Small Engine Mechanics,0.07142857142857142
631,Packaging and Filling Machine Operators and Tenders,0.15
632,"Packers and Packagers, Hand",0.16666666666666666
633,"Painters, Construction and Maintenance",0.0
634,"Painting, Coating, and Decorating Workers",0.0
635,"Paper Goods Machine Setters, Operators, and Tenders",0.07142857142857142
636,Paperhangers,0.05
637,Paralegals and Legal Assistants,0.0
638,Paramedics,0.0
639,Park Naturalists,0.0
640,Parking Attendants,0.06666666666666667
641,Parking Enforcement Workers,0.22727272727272727
642,Parts Salespersons,0.21052631578947367
643,Passenger Attendants,0.16666666666666666
644,Patient Representatives,0.07692307692307693
645,"Patternmakers, Metal and Plastic",0.2
646,"Patternmakers, Wood",0.0
647,"Paving, Surfacing, and Tamping Equipment Operators",0.15
648,Payroll and Timekeeping Clerks,0.047619047619047616
649,Pediatric Surgeons,0.0
650,"Pediatricians, General",0.058823529411764705
651,Penetration Testers,0.36363636363636365
652,Personal Care Aides,0.0
653,Personal Financial Advisors,0.047619047619047616
654,Pest Control Workers,0.0
655,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",0.0
656,Petroleum Engineers,0.2608695652173913
657,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",0.125
658,Pharmacists,0.15
659,Pharmacy Aides,0.42857142857142855
660,Pharmacy Technicians,0.42857142857142855
661,"Philosophy and Religion Teachers, Postsecondary",0.0
662,Phlebotomists,0.17391304347826086
663,Photographers,0.2857142857142857
664,Photographic Process Workers and Processing Machine Operators,0.2962962962962963
665,Photonics Engineers,0.11538461538461539
666,Photonics Technicians,0.20833333333333334
667,Physical Medicine and Rehabilitation Physicians,0.26666666666666666
668,Physical Therapist Aides,0.10526315789473684
669,Physical Therapist Assistants,0.14285714285714285
670,Physical Therapists,0.041666666666666664
671,Physician Assistants,0.08333333333333333
672,"Physicians, Pathologists",0.15789473684210525
673,Physicists,0.1
674,"Physics Teachers, Postsecondary",0.0
675,Pile Driver Operators,0.2
676,Pipelayers,0.0
677,Plasterers and Stucco Masons,0.0
678,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",0.09090909090909091
679,"Plumbers, Pipefitters, and Steamfitters",0.2
680,Podiatrists,0.0
681,"Poets, Lyricists and Creative Writers",0.0
682,Police Identification and Records Officers,0.125
683,Police and Sheriff's Patrol Officers,0.13333333333333333
684,"Political Science Teachers, Postsecondary",0.0
685,Political Scientists,0.0
686,Postal Service Clerks,0.05263157894736842
687,Postal Service Mail Carriers,0.047619047619047616
688,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",0.2857142857142857
689,Postmasters and Mail Superintendents,0.15384615384615385
690,"Potters, Manufacturing",0.0
691,"Pourers and Casters, Metal",0.0625
692,Power Distributors and Dispatchers,0.42857142857142855
693,Power Plant Operators,0.36666666666666664
694,Precision Agriculture Technicians,0.45454545454545453
695,Prepress Technicians and Workers,0.4
696,"Preschool Teachers, Except Special Education",0.0
697,"Pressers, Textile, Garment, and Related Materials",0.0
698,Preventive Medicine Physicians,0.06666666666666667
699,Print Binding and Finishing Workers,0.04
700,Printing Press Operators,0.17391304347826086
701,Private Detectives and Investigators,0.21428571428571427
702,Probation Officers and Correctional Treatment Specialists,0.09523809523809523
703,Procurement Clerks,0.0
704,Producers and Directors,0.03333333333333333
705,"Production, Planning, and Expediting Clerks",0.0
706,Project Management Specialists,0.0
707,Proofreaders and Copy Markers,0.09090909090909091
708,"Property, Real Estate, and Community Association Managers",0.0
709,Prosthodontists,0.16666666666666666
710,Psychiatric Aides,0.058823529411764705
711,Psychiatric Technicians,0.0625
712,Psychiatrists,0.16666666666666666
713,"Psychology Teachers, Postsecondary",0.034482758620689655
714,Public Relations Managers,0.05
715,Public Relations Specialists,0.0
716,Public Safety Telecommunicators,0.5555555555555556
717,"Pump Operators, Except Wellhead Pumpers",0.35714285714285715
718,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",0.05263157894736842
719,Purchasing Managers,0.0
720,Quality Control Analysts,0.0
721,Quality Control Systems Managers,0.0
722,Radiation Therapists,0.18181818181818182
723,Radio Frequency Identification Device Specialists,0.3333333333333333
724,"Radio, Cellular, and Tower Equipment Installers and Repairers",0.06666666666666667
725,Radiologic Technologists and Technicians,0.3333333333333333
726,Radiologists,0.23333333333333334
727,Rail Car Repairers,0.0
728,"Rail Yard Engineers, Dinkey Operators, and Hostlers",0.043478260869565216
729,Rail-Track Laying and Maintenance Equipment Operators,0.038461538461538464
730,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",0.038461538461538464
731,Railroad Conductors and Yardmasters,0.05
732,Range Managers,0.0
733,Real Estate Brokers,0.17647058823529413
734,Real Estate Sales Agents,0.0
735,Receptionists and Information Clerks,0.1111111111111111
736,Recreation Workers,0.0
737,"Recreation and Fitness Studies Teachers, Postsecondary",0.0
738,Recreational Therapists,0.09090909090909091
739,Recreational Vehicle Service Technicians,0.0
740,Recycling Coordinators,0.08695652173913043
741,Recycling and Reclamation Workers,0.0
742,"Refractory Materials Repairers, Except Brickmasons",0.0
743,Refuse and Recyclable Material Collectors,0.07142857142857142
744,Registered Nurses,0.1111111111111111
745,Regulatory Affairs Managers,0.037037037037037035
746,Regulatory Affairs Specialists,0.0
747,Rehabilitation Counselors,0.058823529411764705
748,Reinforcing Iron and Rebar Workers,0.0
749,Remote Sensing Scientists and Technologists,0.16666666666666666
750,Remote Sensing Technicians,0.2857142857142857
751,Reservation and Transportation Ticket Agents and Travel Clerks,0.2857142857142857
752,Residential Advisors,0.03333333333333333
753,Respiratory Therapists,0.18181818181818182
754,Retail Loss Prevention Specialists,0.09523809523809523
755,Retail Salespersons,0.041666666666666664
756,Riggers,0.0
757,Robotics Engineers,0.3333333333333333
758,Robotics Technicians,0.36363636363636365
759,"Rock Splitters, Quarry",0.0
760,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",0.10526315789473684
761,"Roof Bolters, Mining",0.0
762,Roofers,0.0
763,"Rotary Drill Operators, Oil and Gas",0.15
764,"Roustabouts, Oil and Gas",0.15384615384615385
765,Sailors and Marine Oilers,0.0
766,Sales Engineers,0.08
767,Sales Managers,0.0
768,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",0.13333333333333333
769,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",0.16666666666666666
770,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",0.030303030303030304
771,"Sawing Machine Setters, Operators, and Tenders, Wood",0.045454545454545456
772,School Bus Monitors,0.1111111111111111
773,School Psychologists,0.0
774,Search Marketing Strategists,0.16666666666666666
775,"Secondary School Teachers, Except Special and Career/Technical Education",0.03125
776,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",0.06451612903225806
777,"Securities, Commodities, and Financial Services Sales Agents",0.0
778,Security Guards,0.35714285714285715
779,Security Management Specialists,0.21739130434782608
780,Security Managers,0.14285714285714285
781,Security and Fire Alarm Systems Installers,0.1875
782,Segmental Pavers,0.0
783,Self-Enrichment Teachers,0.03333333333333333
784,Semiconductor Processing Technicians,0.25
785,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",0.45
786,Septic Tank Servicers and Sewer Pipe Cleaners,0.0
787,"Service Unit Operators, Oil and Gas",0.10526315789473684
788,Set and Exhibit Designers,0.0
789,"Sewers, Hand",0.0
790,Sewing Machine Operators,0.11538461538461539
791,Shampooers,0.25
792,Sheet Metal Workers,0.05263157894736842
793,Ship Engineers,0.17647058823529413
794,"Shipping, Receiving, and Inventory Clerks",0.0
795,Shoe Machine Operators and Tenders,0.10526315789473684
796,Shoe and Leather Workers and Repairers,0.07692307692307693
797,Shuttle Drivers and Chauffeurs,0.11538461538461539
798,Signal and Track Switch Repairers,0.0
799,Skincare Specialists,0.05555555555555555
800,Slaughterers and Meat Packers,0.14285714285714285
801,Social Science Research Assistants,0.09090909090909091
802,"Social Work Teachers, Postsecondary",0.0
803,Social and Community Service Managers,0.0
804,Social and Human Service Assistants,0.0
805,Sociologists,0.0
806,"Sociology Teachers, Postsecondary",0.0
807,Software Developers,0.17647058823529413
808,Software Quality Assurance Analysts and Testers,0.2
809,Soil and Plant Scientists,0.037037037037037035
810,Solar Energy Installation Managers,0.13333333333333333
811,Solar Energy Systems Engineers,0.5384615384615384
812,Solar Photovoltaic Installers,0.38461538461538464
813,Solar Sales Representatives and Assessors,0.38461538461538464
814,Solar Thermal Installers and Technicians,0.2857142857142857
815,Sound Engineering Technicians,0.42857142857142855
816,Spa Managers,0.047619047619047616
817,"Special Education Teachers, Elementary School",0.0
818,"Special Education Teachers, Kindergarten",0.06666666666666667
819,"Special Education Teachers, Middle School",0.025
820,"Special Education Teachers, Preschool",0.027777777777777776
821,"Special Education Teachers, Secondary School",0.025
822,Special Effects Artists and Animators,0.6923076923076923
823,Speech-Language Pathologists,0.08695652173913043
824,Speech-Language Pathology Assistants,0.0
825,Sports Medicine Physicians,0.0
826,Stationary Engineers and Boiler Operators,0.12
827,Statistical Assistants,0.0
828,Statisticians,0.10526315789473684
829,Stockers and Order Fillers,0.16666666666666666
830,"Stone Cutters and Carvers, Manufacturing",0.0
831,Stonemasons,0.0
832,Structural Iron and Steel Workers,0.05263157894736842
833,Structural Metal Fabricators and Fitters,0.08695652173913043
834,Substance Abuse and Behavioral Disorder Counselors,0.08695652173913043
835,"Substitute Teachers, Short-Term",0.1111111111111111
836,Subway and Streetcar Operators,0.3
837,Supply Chain Managers,0.16666666666666666
838,Surgical Assistants,0.10714285714285714
839,Surgical Technologists,0.125
840,Survey Researchers,0.0
841,Surveying and Mapping Technicians,0.23333333333333334
842,Surveyors,0.125
843,Sustainability Specialists,0.0
844,"Switchboard Operators, Including Answering Service",0.3157894736842105
845,"Tailors, Dressmakers, and Custom Sewers",0.045454545454545456
846,Talent Directors,0.0
847,"Tank Car, Truck, and Ship Loaders",0.10526315789473684
848,Tapers,0.0
849,"Tax Examiners and Collectors, and Revenue Agents",0.047619047619047616
850,Tax Preparers,0.16666666666666666
851,Taxi Drivers,0.125
852,"Teaching Assistants, Postsecondary",0.05
853,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",0.14285714285714285
854,"Teaching Assistants, Special Education",0.13333333333333333
855,Team Assemblers,0.09090909090909091
856,Technical Writers,0.0
857,Telecommunications Engineering Specialists,0.2692307692307692
858,"Telecommunications Equipment Installers and Repairers, Except Line Installers",0.1282051282051282
859,Telecommunications Line Installers and Repairers,0.0
860,Telemarketers,0.08333333333333333
861,Telephone Operators,0.2857142857142857
862,Tellers,0.14285714285714285
863,Terrazzo Workers and Finishers,0.0
864,Textile Bleaching and Dyeing Machine Operators and Tenders,0.08695652173913043
865,"Textile Cutting Machine Setters, Operators, and Tenders",0.05555555555555555
866,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",0.15789473684210525
867,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",0.08695652173913043
868,Tile and Stone Setters,0.04
869,Timing Device Assemblers and Adjusters,0.0
870,Tire Builders,0.05
871,Tire Repairers and Changers,0.0
872,"Title Examiners, Abstractors, and Searchers",0.0
873,"Tool Grinders, Filers, and Sharpeners",0.1111111111111111
874,Tool and Die Makers,0.29411764705882354
875,Tour Guides and Escorts,0.05263157894736842
876,Traffic Technicians,0.30434782608695654
877,Training and Development Managers,0.16666666666666666
878,Training and Development Specialists,0.05
879,Transit and Railroad Police,0.0
880,Transportation Engineers,0.038461538461538464
881,Transportation Inspectors,0.0
882,Transportation Planners,0.045454545454545456
883,Transportation Security Screeners,0.2692307692307692
884,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",0.14285714285714285
885,"Transportation, Storage, and Distribution Managers",0.1
886,Travel Agents,0.125
887,Travel Guides,0.058823529411764705
888,Treasurers and Controllers,0.0
889,Tree Trimmers and Pruners,0.0
890,Tutors,0.05263157894736842
891,"Umpires, Referees, and Other Sports Officials",0.0625
892,Upholsterers,0.045454545454545456
893,Urban and Regional Planners,0.0
894,Urologists,0.14285714285714285
895,"Ushers, Lobby Attendants, and Ticket Takers",0.08695652173913043
896,Validation Engineers,0.09523809523809523
897,Veterinarians,0.09523809523809523
898,Veterinary Assistants and Laboratory Animal Caretakers,0.07142857142857142
899,Veterinary Technologists and Technicians,0.12903225806451613
900,Video Game Designers,0.041666666666666664
901,Waiters and Waitresses,0.04
902,Watch and Clock Repairers,0.06666666666666667
903,Water Resource Specialists,0.09523809523809523
904,Water and Wastewater Treatment Plant and System Operators,0.25
905,Water/Wastewater Engineers,0.25
906,Weatherization Installers and Technicians,0.05
907,Web Administrators,0.08571428571428572
908,Web Developers,0.06896551724137931
909,Web and Digital Interface Designers,0.16666666666666666
910,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",0.2222222222222222
911,"Welders, Cutters, Solderers, and Brazers",0.13333333333333333
912,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",0.1724137931034483
913,Wellhead Pumpers,0.21428571428571427
914,"Wholesale and Retail Buyers, Except Farm Products",0.1
915,Wind Energy Development Managers,0.06666666666666667
916,Wind Energy Engineers,0.4375
917,Wind Energy Operations Managers,0.0
918,Wind Turbine Service Technicians,0.08333333333333333
919,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",0.12
920,Word Processors and Typists,0.15789473684210525
921,Writers and Authors,0.0
922,Zoologists and Wildlife Biologists,0.07142857142857142
